overall_rating,potential,wage,release_clause_euro,club_rating,reactions,composure,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,value
65,77,0,0.006441861,69,61,54,54,54,54,56,54,54,54,56,55,55,55,59,57,57,57,59,775000
70,77,0.013215859,0.017954121,71,63,50,50,50,50,46,46,46,46,46,45,45,45,48,49,49,49,48,2100000
69,72,0,0.009445059,66,68,69,70,70,70,70,70,70,70,70,68,68,68,68,61,61,61,68,1300000
52,60,0,0.000370394,63,35,34,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,60000
73,74,0.026431718,0.028465316,70,67,65,65,65,65,64,64,64,64,64,64,64,64,66,68,68,68,66,3600000
64,68,0.004405286,0.003253465,65,58,60,47,47,47,43,44,44,44,43,43,43,43,47,49,49,49,47,500000
65,66,0,0.004569867,64,60,65,66,66,66,66,66,66,66,66,64,64,64,66,57,57,57,66,650000
62,69,0,0.003658897,68,54,43,57,57,57,59,59,59,59,59,61,61,61,61,62,62,62,61,425000
57,67,0,0.000951013,61,60,41,40,40,40,38,38,38,38,38,38,38,38,40,40,40,40,40,140000
69,72,0.011013216,0.013449324,68,65,52,70,70,70,70,70,70,70,70,69,69,69,69,62,62,62,69,1300000
60,77,0.002202643,0.00424452,75,58,56,60,60,60,60,60,60,60,60,59,59,59,58,52,52,52,58,425000
63,68,0,0.003178385,64,53,55,54,54,54,54,54,54,54,54,55,55,55,56,58,58,58,56,425000
58,66,0,0.001126199,70,61,37,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,140000
64,78,0.002202643,0.013449324,74,64,58,64,64,64,62,64,64,64,62,62,62,62,60,54,54,54,60,950000
65,68,0.002202643,0.005941328,63,60,56,62,62,62,66,64,64,64,66,65,65,65,65,61,61,61,65,675000
68,69,0.011013216,0.00794346,67,62,68,68,68,68,69,68,68,68,69,68,68,68,68,63,63,63,68,1100000
67,74,0.026431718,0.009445059,74,60,63,52,52,52,54,53,53,53,54,54,54,54,57,57,57,57,57,925000
66,76,0.008810573,0.00794346,70,60,54,54,54,54,56,54,54,54,56,53,53,53,57,53,53,53,57,900000
59,59,0,0.001176253,61,53,54,60,60,60,60,60,60,60,60,59,59,59,60,55,55,55,60,160000
63,63,0.002202643,0.001776892,65,56,54,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,210000
72,72,0.013215859,0.020456786,69,73,75,65,65,65,69,69,69,69,69,71,71,71,70,73,73,73,70,3200000
64,64,0,0.002807991,64,67,57,64,64,64,62,63,63,63,62,63,63,63,62,65,65,65,62,425000
58,68,0,0.001096167,65,54,22,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,160000
61,74,0,0.004835149,61,63,60,60,60,60,61,61,61,61,61,62,62,62,62,60,60,60,62,450000
63,64,0.00660793,0.003178385,64,46,60,61,61,61,62,63,63,63,62,64,64,64,62,63,63,63,62,425000
51,67,0,0.00068573,65,43,58,45,45,45,50,49,49,49,50,52,52,52,52,51,51,51,52,80000
71,71,0.013215859,0.018454654,70,70,71,54,54,54,55,54,54,54,55,56,56,56,55,59,59,59,55,1800000
58,68,0,0.001691802,68,54,44,48,48,48,51,49,49,49,51,48,48,48,52,48,48,48,52,180000
68,68,0.002202643,0.003233444,68,67,70,66,66,66,67,67,67,67,67,67,67,67,68,68,68,68,68,425000
64,69,0.002202643,0.023071754,63,57,60,65,65,65,63,63,63,63,63,61,61,61,62,55,55,55,62,625000
74,74,0,0.018955187,72,74,67,62,62,62,59,60,60,60,59,60,60,60,61,64,64,64,61,1700000
71,74,0.013215859,0.026463183,69,69,63,61,61,61,65,64,64,64,65,64,64,64,67,66,66,66,67,2400000
63,67,0.002202643,0.002587756,66,59,45,61,61,61,59,61,61,61,59,61,61,61,61,63,63,63,61,400000
63,73,0,0.005440794,65,51,58,57,57,57,63,62,62,62,63,64,64,64,64,63,63,63,64,575000
70,70,0.011013216,0.015451456,69,65,56,66,66,66,71,69,69,69,71,69,69,69,70,65,65,65,70,1900000
55,74,0,0.00143653,68,45,35,44,44,44,39,40,40,40,39,40,40,40,40,42,42,42,40,160000
60,70,0,0.002277425,70,50,42,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,260000
69,74,0.004405286,0.00794346,66,69,50,66,66,66,68,68,68,68,68,67,67,67,68,66,66,66,68,1200000
69,69,0.015418502,0.008944526,71,64,55,60,60,60,65,63,63,63,65,65,65,65,67,66,66,66,67,875000
70,78,0.00660793,0.021457853,69,66,69,63,63,63,62,62,62,62,62,60,60,60,63,63,63,63,63,2200000
64,69,0.00660793,0.023071754,70,61,54,62,62,62,68,66,66,66,68,67,67,67,68,64,64,64,68,600000
70,81,0.028634361,0.023071754,74,65,64,68,68,68,71,70,70,70,71,68,68,68,70,62,62,62,70,3100000
73,73,0.061674009,0.037474911,74,74,78,68,68,68,69,69,69,69,69,71,71,71,70,74,74,74,70,4000000
74,74,0.026431718,0.024461051,66,67,64,61,61,61,59,60,60,60,59,60,60,60,61,65,65,65,61,2300000
67,68,0.013215859,0.023071754,68,58,62,44,44,44,45,42,42,42,45,43,43,43,49,49,49,49,49,675000
68,70,0.004405286,0.006942394,70,66,70,53,53,53,56,56,56,56,56,58,58,58,59,63,63,63,59,875000
61,71,0,0.003438662,68,57,50,60,60,60,61,61,61,61,61,60,60,60,61,56,56,56,61,400000
70,70,0.004405286,0.01445039,71,70,78,70,70,70,74,73,73,73,74,74,74,74,74,70,70,70,74,1800000
56,73,0,0.001531631,63,54,41,41,41,41,37,38,38,38,37,38,38,38,39,41,41,41,39,170000
69,70,0.004405286,0.010446125,69,65,69,63,63,63,70,68,68,68,70,70,70,70,70,66,66,66,70,1200000
72,72,0.017621145,0.024961584,69,68,64,68,68,68,72,71,71,71,72,73,73,73,73,73,73,73,73,3100000
66,79,0.00660793,0.013449324,69,68,69,66,66,66,65,66,66,66,65,64,64,64,64,58,58,58,64,1300000
70,77,0.022026432,0.023071754,68,60,68,62,62,62,68,67,67,67,68,70,70,70,69,71,71,71,69,2500000
69,81,0.04185022,0.017954121,86,65,66,59,59,59,66,63,63,63,66,63,63,63,67,63,63,63,67,1600000
71,83,0.035242291,0.039477043,71,64,73,54,54,54,59,56,56,56,59,58,58,58,61,59,59,59,61,3800000
66,66,0.002202643,0.00181193,69,65,67,61,61,61,65,63,63,63,65,65,65,65,66,65,65,65,66,250000
73,73,0.017621145,0.008443993,73,66,75,45,45,45,41,43,43,43,41,44,44,44,42,51,51,51,42,950000
74,77,0.033039648,0.049487704,75,67,57,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,5000000
59,67,0.019577911,0.023071754,66,56,51,59,59,59,56,58,58,58,56,56,56,56,55,50,50,50,55,2481203.671
68,86,0.004405286,0.020456786,73,71,58,69,69,69,66,68,68,68,66,65,65,65,62,55,55,55,62,1900000
63,67,0,0.003088289,70,59,53,55,55,55,58,57,57,57,58,58,58,58,60,59,59,59,60,400000
56,62,0,0.000590629,64,47,38,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,90000
68,68,0.019577911,0.023071754,75,60,64,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,2481203.671
66,74,0.015418502,0.023071754,68,61,65,67,67,67,64,65,65,65,64,62,62,62,62,56,56,56,62,975000
63,66,0.019577911,0.023071754,67,55,46,56,56,56,61,59,59,59,61,60,60,60,64,60,60,60,64,2481203.671
56,63,0.002202643,0.001231311,64,50,50,46,46,46,48,47,47,47,48,49,49,49,51,52,52,52,51,110000
73,74,0.039647577,0.053491969,72,62,66,71,71,71,73,72,72,72,73,73,73,73,73,68,68,68,73,4700000
65,71,0.013215859,0.008443993,71,49,55,61,61,61,66,64,64,64,66,65,65,65,66,60,60,60,66,750000
68,68,0.004405286,0.004664968,65,64,57,55,55,55,59,56,56,56,59,58,58,58,60,61,61,61,60,700000
72,73,0.028634361,0.020456786,71,69,67,65,65,65,67,66,66,66,67,67,67,67,69,68,68,68,69,3000000
67,67,0,0.000275293,66,68,65,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,50000
67,80,0.013215859,0.015951989,69,64,71,55,55,55,59,59,59,59,59,62,62,62,61,66,66,66,61,1300000
69,76,0.004405286,0.01294879,67,55,70,64,64,64,68,68,68,68,68,69,69,69,68,65,65,65,68,1500000
57,67,0,0.001381471,69,37,51,55,55,55,58,57,57,57,58,56,56,56,57,49,49,49,57,170000
62,62,0.002202643,0.001686796,62,62,58,47,47,47,53,50,50,50,53,53,53,53,57,57,57,57,57,200000
59,70,0,0.002367521,70,51,67,58,58,58,61,59,59,59,61,58,58,58,60,53,53,53,60,270000
66,69,0,0.005440794,66,61,64,67,67,67,68,67,67,67,68,66,66,66,67,59,59,59,67,800000
64,72,0.004405286,0.005440794,65,53,55,47,47,47,45,45,45,45,45,46,46,46,48,50,50,50,48,575000
73,73,0.013215859,0.011447191,71,75,72,60,60,60,58,58,58,58,58,59,59,59,60,64,64,64,60,1600000
69,74,0.004405286,0.009445059,67,65,67,68,68,68,69,70,70,70,69,69,69,69,69,64,64,64,69,1400000
67,78,0.011013216,0.013449324,77,56,52,43,43,43,39,41,41,41,39,43,43,43,43,49,49,49,43,1200000
61,67,0,0.00218733,64,55,57,42,42,42,38,38,38,38,38,38,38,38,39,41,41,41,39,290000
60,75,0,0.00438467,65,51,48,61,61,61,60,60,60,60,60,58,58,58,58,50,50,50,58,450000
71,76,0.039647577,0.027964782,77,63,68,71,71,71,70,70,70,70,70,68,68,68,70,66,66,66,70,3200000
70,70,0.019577911,0.023071754,67,73,63,64,64,64,69,68,68,68,69,69,69,69,70,68,68,68,70,2481203.671
64,68,0.011013216,0.004379664,72,62,56,60,60,60,64,63,63,63,64,62,62,62,66,62,62,62,66,500000
57,68,0,0.001401493,68,55,40,46,46,46,50,47,47,47,50,48,48,48,51,48,48,48,51,150000
66,66,0.002202643,0.003128332,71,65,59,55,55,55,58,57,57,57,58,58,58,58,61,62,62,62,61,425000
63,67,0.019577911,0.023071754,60,65,57,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,2481203.671
68,68,0,0.005941328,68,59,50,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,575000
60,74,0.00660793,0.023071754,62,42,42,57,57,57,61,58,58,58,61,58,58,58,60,52,52,52,60,450000
52,57,0,0.000315336,68,39,29,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,50000
68,68,0.004405286,0.003814062,67,64,67,58,58,58,60,58,58,58,60,57,57,57,62,60,60,60,62,500000
64,67,0,0.003748993,63,60,57,64,64,64,63,63,63,63,63,61,61,61,62,55,55,55,62,575000
63,67,0.002202643,0.003203412,70,61,70,57,57,57,63,61,61,61,63,63,63,63,64,63,63,63,64,475000
63,63,0,0.001751866,66,61,55,52,52,52,57,55,55,55,57,56,56,56,59,57,57,57,59,290000
51,67,0,0.00068573,64,42,42,51,51,51,50,50,50,50,50,49,49,49,48,44,44,44,48,80000
73,77,0.019823789,0.033971179,72,69,72,67,67,67,69,69,69,69,69,69,69,69,71,71,71,71,71,4300000
63,72,0.002202643,0.004064329,65,65,57,59,59,59,58,59,59,59,58,59,59,59,59,61,61,61,59,500000
65,65,0.004405286,0.023071754,65,60,58,66,66,66,64,64,64,64,64,62,62,62,63,55,55,55,63,600000
60,72,0.004405286,0.003353572,71,63,49,50,50,50,53,50,50,50,53,48,48,48,53,46,46,46,53,325000
68,68,0.028634361,0.004214488,72,66,55,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,450000
73,73,0.037444934,0.029466382,72,68,66,58,58,58,54,55,55,55,54,56,56,56,55,61,61,61,55,3000000
73,81,0.033039648,0.023071754,70,65,70,69,69,69,67,69,69,69,67,70,70,70,68,72,72,72,68,5000000
61,70,0,0.003088289,69,48,45,42,42,42,38,38,38,38,38,37,37,37,40,41,41,41,40,350000
65,75,0.002202643,0.005941328,67,60,59,54,54,54,60,57,57,57,60,58,58,58,62,58,58,58,62,750000
65,65,0.00660793,0.003238449,65,63,54,52,52,52,55,53,53,53,55,54,54,54,56,56,56,56,56,400000
70,71,0.024229075,0.021958386,74,65,67,71,71,71,65,68,68,68,65,65,65,65,64,58,58,58,64,2100000
70,70,0.024229075,0.017954121,70,68,70,71,71,71,68,70,70,70,68,68,68,68,67,63,63,63,67,1800000
69,69,0.037444934,0.006441861,70,69,69,60,60,60,61,60,60,60,61,59,59,59,63,62,62,62,63,700000
52,66,0,0.000966029,65,45,42,53,53,53,50,51,51,51,50,49,49,49,49,43,43,43,49,110000
73,73,0.052863436,0.021958386,71,71,38,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,2300000
57,78,0,0.002527692,68,56,55,55,55,55,57,57,57,57,57,58,58,58,59,57,57,57,59,230000
67,67,0.013215859,0.00794346,68,66,68,64,64,64,67,66,66,66,67,68,68,68,68,68,68,68,68,750000
67,73,0.002202643,0.006942394,70,61,59,47,47,47,47,47,47,47,47,48,48,48,50,52,52,52,50,900000
57,66,0,0.001546647,75,50,42,55,55,55,57,58,58,58,57,60,60,60,58,59,59,59,58,140000
63,63,0.002202643,0.002412569,68,57,59,53,53,53,60,58,58,58,60,61,61,61,62,60,60,60,62,300000
63,73,0,0.004289568,64,63,59,60,60,60,63,63,63,63,63,63,63,63,64,64,64,64,64,600000
57,64,0,0.00121129,70,54,51,57,57,57,53,55,55,55,53,53,53,53,51,46,46,46,51,150000
69,70,0.024229075,0.023071754,69,67,66,70,70,70,68,69,69,69,68,66,66,66,68,60,60,60,68,1300000
56,63,0,0.001011077,66,57,54,47,47,47,48,47,47,47,48,49,49,49,50,50,50,50,50,110000
71,71,0.028634361,0.01945572,70,66,65,68,68,68,72,71,71,71,72,72,72,72,72,68,68,68,72,2300000
60,62,0,0.001131205,64,57,27,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,180000
67,67,0.004405286,0.004785096,67,67,51,66,66,66,68,68,68,68,68,68,68,68,68,64,64,64,68,775000
64,69,0,0.003914169,63,53,66,59,59,59,65,63,63,63,65,64,64,64,65,59,59,59,65,600000
63,73,0.004405286,0.006942394,76,57,49,61,61,61,65,64,64,64,65,64,64,64,63,58,58,58,63,600000
69,69,0.004405286,0.005941328,65,68,71,65,65,65,66,66,66,66,66,68,68,68,67,70,70,70,67,850000
59,70,0,0.001751866,68,51,42,49,49,49,55,51,51,51,55,50,50,50,54,47,47,47,54,220000
63,63,0.00660793,0.003058257,67,59,50,62,62,62,63,62,62,62,63,63,63,63,63,62,62,62,63,290000
67,87,0.030837004,0.021958386,82,62,69,62,62,62,68,66,66,66,68,68,68,68,67,64,64,64,67,1500000
68,70,0,0.004940261,67,57,38,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,725000
56,73,0.004405286,0.023071754,62,49,55,57,57,57,58,58,58,58,58,59,59,59,59,57,57,57,59,200000
67,77,0.008810573,0.008944526,71,62,52,55,55,55,61,58,58,58,61,58,58,58,63,60,60,60,63,1100000
51,64,0,0.000625666,63,63,52,51,51,51,54,54,54,54,54,53,53,53,54,52,52,52,54,70000
61,73,0.00660793,0.023071754,66,54,58,60,60,60,62,63,63,63,62,62,62,62,60,54,54,54,60,450000
67,67,0.011013216,0.002938129,69,72,67,64,64,64,65,65,65,65,65,65,65,65,65,66,66,66,65,300000
63,76,0.008810573,0.00794346,69,60,47,52,52,52,57,56,56,56,57,58,58,58,60,61,61,61,60,625000
71,78,0.028634361,0.023071754,69,65,64,67,67,67,72,71,71,71,72,71,71,71,72,69,69,69,72,3400000
69,76,0.002202643,0.01445039,70,64,62,58,58,58,65,62,62,62,65,63,63,63,66,63,63,63,66,1300000
64,65,0.00660793,0.00460991,69,57,62,58,58,58,56,57,57,57,56,58,58,58,58,61,61,61,58,450000
59,67,0,0.001836956,64,59,54,60,60,60,52,56,56,56,52,53,53,53,51,49,49,49,51,230000
67,68,0.015418502,0.009445059,72,58,52,64,64,64,67,66,66,66,67,65,65,65,68,60,60,60,68,900000
60,62,0.002202643,0.00227242,64,62,50,55,55,55,58,57,57,57,58,57,57,57,60,56,56,56,60,210000
67,67,0.002202643,0.005941328,68,71,50,63,63,63,66,66,66,66,66,68,68,68,67,67,67,67,67,750000
62,69,0.004405286,0.023071754,63,47,43,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,325000
74,74,0.008810573,0.008944526,70,77,79,68,68,68,70,70,70,70,70,70,70,70,72,72,72,72,72,1200000
61,61,0,0.001161237,67,47,62,47,47,47,45,44,44,44,45,46,46,46,47,51,51,51,47,140000
69,69,0.00660793,0.00794346,69,68,70,70,70,70,70,70,70,70,70,68,68,68,69,64,64,64,69,1000000
68,71,0.030837004,0.007442927,79,64,49,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,750000
63,63,0,0.002282431,63,60,61,61,61,61,64,63,63,63,64,64,64,64,64,63,63,63,64,375000
66,67,0.002202643,0.008443993,69,63,66,66,66,66,67,66,66,66,67,65,65,65,66,58,58,58,66,775000
64,70,0.00660793,0.006942394,76,61,62,63,63,63,66,65,65,65,66,63,63,63,65,55,55,55,65,625000
53,62,0,0.000480512,64,45,38,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,70000
67,73,0.004405286,0.008944526,68,63,57,57,57,57,59,58,58,58,59,59,59,59,62,63,63,63,62,900000
68,68,0.017621145,0.006942394,71,63,69,67,67,67,68,67,67,67,68,66,66,66,68,65,65,65,68,900000
52,70,0.002202643,0.001126199,65,44,35,52,52,52,52,52,52,52,52,49,49,49,50,41,41,41,50,100000
73,74,0.026431718,0.023071754,73,76,74,74,74,74,77,76,76,76,77,75,75,75,75,68,68,68,75,4700000
68,73,0.002202643,0.010946658,70,64,59,55,55,55,61,58,58,58,61,58,58,58,63,60,60,60,63,1000000
65,73,0,0.004940261,63,62,64,52,52,52,52,51,51,51,52,51,51,51,54,53,53,53,54,700000
60,71,0,0.002652825,62,55,58,55,55,55,60,58,58,58,60,59,59,59,61,57,57,57,61,350000
69,76,0.017621145,0.023071754,71,63,52,64,64,64,67,68,68,68,67,69,69,69,68,70,70,70,68,1500000
62,62,0,0.000545581,65,63,58,54,54,54,59,56,56,56,59,58,58,58,59,59,59,59,59,90000
54,62,0,0.000515549,64,47,38,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,80000
50,60,0,0.00022524,64,45,38,42,42,42,45,43,43,43,45,42,42,42,45,41,41,41,45,40000
68,80,0.00660793,0.011447191,65,65,65,54,54,54,54,54,54,54,54,54,54,54,56,57,57,57,56,1400000
53,53,0,6.01E-05,66,40,47,38,38,38,35,36,36,36,35,36,36,36,36,37,37,37,36,20000
58,59,0,0.001006071,66,53,43,54,54,54,57,56,56,56,57,57,57,57,60,58,58,58,60,150000
64,64,0,0.000810864,65,63,60,53,53,53,50,51,51,51,50,52,52,52,50,54,54,54,50,140000
60,60,0.002202643,0.0003754,62,50,52,54,54,54,50,52,52,52,50,54,54,54,50,58,58,58,50,50000
74,74,0.024229075,0.04548344,71,65,76,66,66,66,70,67,67,67,70,67,67,67,71,68,68,68,71,4800000
61,79,0.015418502,0.006441861,83,60,56,62,62,62,61,62,62,62,61,61,61,61,59,54,54,54,59,525000
62,74,0.004405286,0.023071754,76,52,48,58,58,58,63,62,62,62,63,63,63,63,63,59,59,59,63,525000
69,78,0.030837004,0.014950923,69,59,55,48,48,48,44,44,44,44,44,44,44,44,46,48,48,48,46,1400000
63,76,0,0.006942394,64,50,44,57,57,57,62,60,60,60,62,61,61,61,63,56,56,56,63,700000
60,75,0,0.003834083,72,43,40,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,350000
60,68,0,0.00182194,66,57,63,44,44,44,52,48,48,48,52,49,49,49,53,50,50,50,53,260000
61,69,0.022026432,0.003268481,83,57,60,56,56,56,60,59,59,59,60,60,60,60,62,61,61,61,62,325000
64,70,0,0.004269547,65,55,57,52,52,52,54,53,53,53,54,55,55,55,56,57,57,57,56,525000
70,80,0,0.028465316,76,65,57,58,58,58,57,57,57,57,57,56,56,56,60,59,59,59,60,2500000
59,76,0.002202643,0.003718961,79,46,41,59,59,59,61,60,60,60,61,60,60,60,60,54,54,54,60,325000
59,68,0,0.002097234,74,46,32,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,180000
69,69,0.046255507,0.010946658,73,66,63,70,70,70,68,69,69,69,68,67,67,67,68,63,63,63,68,1100000
59,67,0,0.001316402,62,54,48,54,54,54,56,55,55,55,56,55,55,55,57,55,55,55,57,190000
73,73,0.019577911,0.023071754,72,69,39,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,2481203.671
64,71,0,0.005440794,64,57,59,64,64,64,59,61,61,61,59,58,58,58,57,51,51,51,57,650000
74,74,0.04185022,0.039477043,72,69,73,54,54,54,55,54,54,54,55,56,56,56,57,60,60,60,57,4400000
71,74,0.015418502,0.019956253,69,67,60,64,64,64,64,66,66,66,64,68,68,68,66,72,72,72,66,2900000
54,60,0.002202643,0.000680725,65,54,51,52,52,52,54,54,54,54,54,54,54,54,53,52,52,52,53,90000
58,66,0,0.001601706,61,53,44,58,58,58,55,56,56,56,55,53,53,53,53,46,46,46,53,190000
65,65,0,0.00211225,65,66,62,53,53,53,51,52,52,52,51,54,54,54,53,60,60,60,53,300000
64,67,0,0.004940261,70,61,54,55,55,55,58,56,56,56,58,56,56,56,59,57,57,57,59,475000
70,71,0.004405286,0.014950923,68,69,65,70,70,70,70,71,71,71,70,69,69,69,69,62,62,62,69,2100000
60,62,0,0.002833017,63,57,50,60,60,60,60,61,61,61,60,61,61,61,60,58,58,58,60,260000
66,66,0.002202643,0.000185197,66,63,62,59.8917343,59.8917343,59.8917343,61.16578678,60.82270901,60.82270901,60.82270901,61.16578678,61.086518,61.086518,61.086518,61.87652667,60.32708218,60.32708218,60.32708218,61.87652667,40000
60,64,0,0.023071754,57,57,58,48,48,48,48,48,48,48,48,49,49,49,50,53,53,53,50,230000
79,79,0.04845815,0.037975444,76,72,80,68,68,68,74,74,74,74,74,77,77,77,74,79,79,79,74,4000000
58,61,0.004405286,0.001316402,67,39,60,57,57,57,60,59,59,59,60,58,58,58,59,52,52,52,59,160000
68,80,0.011013216,0.013449324,72,56,63,55,55,55,59,57,57,57,59,58,58,58,62,61,61,61,62,1400000
69,69,0.017621145,0.005440794,68,62,69,48,48,48,45,45,45,45,45,46,46,46,46,48,48,48,46,700000
65,65,0.002202643,0.003879131,64,59,65,61,61,61,65,64,64,64,65,64,64,64,65,64,64,64,65,450000
66,66,0.002202643,0.005440794,63,61,63,62,62,62,67,65,65,65,67,66,66,66,67,62,62,62,67,625000
75,75,0.121145374,0.029966915,74,75,80,75,75,75,73,74,74,74,73,73,73,73,72,69,69,69,72,3500000
56,69,0,0.001836956,65,52,59,52,52,52,56,55,55,55,56,57,57,57,57,57,57,57,57,160000
